OBJECTID,ID_4Digit,Name,Latitude,Longitude,Address,Advertised Hours,Confirmed Hours:,Confirmed Hours Other:,Showers,Menstrual Products,ADA Accessible,Baby Changing,Gender Neutral,Restroom Open Status,Restroom Assessed,Category,Public Buildings,Outdoor Facilities,Government Facilities,Other,Commercial,Transportation (MTS),PSJ Team Internal Notes,Public Restrooms in San Diego,Operated By,GlobalID,CreationDate,Creator,EditDate,Editor,Restroom assessment date:
624,1560,Serra Mesa-Kearny Mesa Branch Library,32.8090613,-117.1337185,"9005 Aero Dr, San Diego, CA 92123",Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm; Sun Closed,0,,1,0,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,1ef9a236-ef6f-4c92-8fbb-15c88b5e3630,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
625,1422,Ocean Beach Branch Library,32.7454049,-117.247269,"4801 Santa Monica Ave, San Diego, CA 92107","Mon - Tues 11:30am - 8pm, Wed - Thurs 9:30am - 6pm, Fri - Sun closed",,,,,,,,,,,,,,,,,,1,City of San Diego,ef1ef33b-7335-4ae5-a344-28f143244ffb,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
626,1394,Mountain View/Beckwourth Branch Library,32.69796352,-117.1027557,"721 San Pasqual St, San Diego, CA 92113",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,18d7401c-fa50-4ec8-808b-5d2668f28374,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
627,1404,North Clairemont Branch Library,32.82829629,-117.2064595,"4616 Clairemont Dr, San Diego, CA 92117",Sun Closed; Mon & Thurs - Sat 9:30am - 6:00pm; Tues - Wed 11:30am-8:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,28121208-aeb6-47ee-b231-ea1c3d7c904a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
628,1408,North Park Public Library,32.74716578,-117.1268655,"3795 31st St, San Diego, CA 92104",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,1aa0d58c-f04c-42fd-9be8-37eb2c1c4a09,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
629,1410,North University Community Branch Library,32.86761166,-117.1991351,"8820 Judicial Drive, San Diego, CAA 92122","Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm",,,,,,,,,,,,,,,,,,1,City of San Diego,070a55bc-8380-4345-a20b-ebbddc487256,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
630,1467,Paradise Hills Branch Library,32.67268403,-117.061235,"5922 Rancho Hills Dr, San Diego, CA 92139",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,ae84a60c-793a-47b4-b9f1-f8b1a332f22f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
631,1486,Point Loma/Hervey Branch Library,32.74005059,-117.2293833,"3701 Voltaire St, San Diego, CA 92107","Sat - Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Fri 9:30am - 6:00pm",,,,,,,,,,,,,,,,,,1,City of San Diego,64e1dfab-7b20-4e54-853b-da2e26b9c65b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
632,1304,La Jolla/Riford Branch Library,32.84076317,-117.2761148,"7555 Draper Ave, La Jolla, CA 92037","Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm",,,,,,,,,,,,,,,,,,1,City of San Diego,51b32206-6b4c-4009-817e-63ad175d82fa,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
633,1578,South Clairemont Recreation Center,32.80635264,-117.2005355,"3605 Clairemont Dr, San Diego, CA 92117",Mon - Wed 9:00am - 8:00pm; Thurs 9:00am - 7:00pm; Fri 12:00pm - 7:00pm; Sat 9:00am - 3:00pm; Sun 11:00am - 3:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,a97049cc-fad6-4551-8d57-9ef783dc5c18,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
634,1503,Rancho Guajome Adobe,33.23317815,-117.2539116,"2210 N Santa Fe Ave, Vista, CA 92083",Mon - Thurs open to the public,,,,,,,,,,,,,,,,,,1,San Diego County,90b9ffd9-6370-4aa2-876a-202ffe6009cf,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
635,1096,Carmel Valley Swimming Pool,32.94865116,-117.2334851,"3777 Townsgate Dr, San Diego, CA 92130",Wed 5:30pm - 8:30pm ,,,,,,,,,,,,,,,,,,1,City of San Diego,ac08799b-f3b1-4154-bdcc-f23db3f6d657,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
636,1417,Ocean Air Recreation Center,32.92790556,-117.217025,"4770 Fairport Way, San Diego, CA 92130",Mon 10:00am - 7:00pm; Tues 9:00am - 8:00pm; Wed 9:00am - 9:00pm; Thurs - Fri 10:00am - 9:00pm; Sat 9:00am - 3:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,f3153f0f-bccf-4132-9eb8-13499334881e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
637,1436,Oceanside Public Library Mission Branch,33.2260592,-117.3284387,"3861 Mission Ave, Oceanside, CA 92058",Mon - Thurs 9:00am - 7:00pm; Fri - Sat 9:00am - 6:00pm; Sun 1:00pm - 5:00pm,,,,,,,,,,,,,,,,,,1,City of Oceanside,3b9d065e-cb07-452d-a49f-294aa280fe39,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
638,1435,Oceanside Public Library,33.19747865,-117.3804781,"330 N Coast Hwy, Oceanside, CA 92054","Sun Closed, Mon - Thurs 10:00am - 8:00pm, Fri - Sat 10:00am - 6:00pm",,,,,,,,,,,,,,,,,,1,City of Oceanside,c4bf5ab8-32fe-4c49-885e-0a542527b078,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
639,1804,Rancho Bernardo Recreation Center,33.04817985,-117.076977,"18448 W Bernardo Dr, San Diego, CA 92127",Mon - Thurs 9:00am - 8:00pm; Fri 9:00am - 7:00pm; Sat 9:00am - 3:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,ef43488e-1acc-467e-a09c-54dfdc8b4b14,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
640,1330,Library Learning Center,33.15933287,-117.3385741,"3368 Eureka Pl, Carlsbad, CA 92008","Mon - Thurs 11:00am - 6:00pm, Fri 11:00am - 5:00pm, Sat - Sun closed",,,,,,,,,,,,,,,,,,1,City of Carlsbad,122c0497-a25e-420d-b635-706fa8fcda71,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
641,1112,Civic Center Branch Library,32.64101333,-117.0832418,"365 F St, Chula Vista, CA 91910",Sun 1:00pm - 5:00pm; Mon - Thurs 10:00am - 8:00pm; Fri - Sat 10:00am - 5:00pm,,,,,,,,,,,,,,,,,,1,City of Chula Vista,03a2c2a3-c821-433e-868e-7200fd27a297,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
642,1577,South Chula Vista Branch Library,32.60183868,-117.0685,"389 Orange Ave, Bonita, CA 91911","Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,City of Chula Vista,8a2973b0-2039-418e-905f-f73e137542ac,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
643,1425,Ocean Beach Recreation Center,32.74499642,-117.2454987,"4726 Santa Monica Ave, San Diego, CA 92107",Mon 10:00am - 8:00pm; Tues - Thurs 9:00am - 8:00pm; Fri 9:00am - 7:00pm; Sat 9:00am - 4:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,cbf732cb-d946-4234-819e-6badc34268a9,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
644,1349,Carlsbad City Library,33.10512222,-117.2694893,"1775 Dove Ln, Carlsbad, CA 92011","Sun Closed, Mon & Wed - Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm",,,,,,,,,,,,,,,,,,1,City of Carlsbad,0dac38e1-2b01-4fe8-bf18-7db9db24edff,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
645,1691,Presidio Recreation Center,32.75833109,-117.1959942,"2811 Jackson St, San Diego, CA 92110",Mon - Fri 12:00pm - 8:00pm;  Sat 9:00am - 2:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,24b9e149-d179-4519-a498-fc98f5bcb2aa,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
646,1125,Colina Del Sol Park Recreation Center,32.75275073,-117.0800825,"5319 Orange Ave, San Diego, CA 92115",Mon - Thurs 11:00am - 9:00pm; Fri 12:00pm - 7:00pm; Sat 9:00am - 5:00pm; Sun 12:00pm - 5:00pm ,,,,,,,,,,,,,,,,,,1,City of San Diego,548d0123-7d88-4f94-a6a7-b984229648ec,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
647,1776,Linda Vista Gymnasium,32.79221004,-117.169974,"7064 Levant St, San Diego, CA 92111",Sun 9:00am - 3:00pm; Mon - Thurs 10:00am - 8:00pm; Fri 11:00am - 7:00pm; Sat 9:00am - 3:00pm ,3,,1,2,1,0,0,1,3,1,2,,,,,,,0,City of San Diego,66d564c0-34b5-4409-813f-af2ce32a1155,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/13/24 17:13
648,1689,Montgomery-Waller Recreation Center,32.57902921,-117.0688667,"3020 Coronado Ave, San Diego, CA 92154",Mon - Thurs 11:00am - 8:00pm; Fri 11:00am - 6:00pm;  Sat - Sun 9:00am - 5:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,e519bc17-1204-42ee-9f41-314062b8cb84,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
649,1469,Paradise Hills Recreation Center,32.68517832,-117.0509546,"6610 Potomac St, San Diego, CA 92139",Mon - Thurs 11:00am - 9:00pm; Fri 11:00am - 7:00pm; Sat - Sun 9:00am - 3:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,14bdc7bc-5509-4bd2-930f-ee42848684a7,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
650,1069,Cabrillo Recreation Center,32.72179338,-117.2327009,"3051 Cañon St, San Diego, CA 92106",Mon - Thurs 12:00pm - 7:00pm; Fri 11:00am - 6:00pm; Sat 9:00am - 2:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,288cba29-93d8-4e97-a877-fb1369d8acfc,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
651,1592,Spring Valley Community Center,32.70676428,-117.0077805,"8735 Jamacha Blvd, Spring Valley, CA 91977","Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,San Diego County,15f36506-b17b-478e-a36b-046ca55ab3f0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
652,1316,Lakeside Community Center,32.85909585,-116.9202379,"9841 Vine St, Lakeside, CA 92040",Mon - Fri 12:00pm - 8:00pm; Sat - Sun special events,3,,,,,,,,,,,,,,,,,1,San Diego County,ff134a82-b66b-4d13-b631-baec904e208b,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,31:42.8
653,1750,Ned Baumer Swimming Pool,32.9078543,-117.1214161,"10440 Black Mountain Rd, San Diego, CA 92126","Pool closed until Jan 15, 2023; maybe SanDiego.gov will update hours once it reopens.",,,,,,,,,,,,,,,,,,1,City of San Diego,d47b11d1-aefb-4fdb-9363-567478b7bbe3,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
654,1029,Azalea Park Recreation Center,32.73236468,-117.1081549,"2596 Violet St, San Diego, CA 92105",Mon - Thurs 2:00pm - 7:00pm; Fri 2:00pm - 6:00pm; Sat 10:00am - 4:00pm; Sun 11:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,41e68b98-41fd-46d0-8a02-c18adf166c72,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
655,1285,Junior Seau Community Center,33.19493229,-117.3844565,"300 The Strand N Suite A, Oceanside, CA 92054","Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,City of Oceanside,ff2956a5-ff4e-4070-b4b9-897b0f931aab,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
656,1532,San Elijo Recreation Center,33.10000367,-117.2015977,"1105 Elfin Forest Rd, San Marcos, CA 92078","Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,City of San Marcos,c82ebea7-95e5-40a5-b58f-873e70e13062,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
658,1772,Country Club Senior Center,33.19677007,-117.3648981,"455 Country Club Ln, Oceanside, CA 92054","Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,City of Oceanside,971e8cee-c1f0-4aef-bb29-139c0410ce06,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
659,1256,Hilltop Recreation Center,32.97149433,-117.1187523,"9711 Oviedo Way, San Diego, CA 92129","Mon, Wed, Fri 12:00pm - 5:00pm; Tues 12:00pm - 7:00pm; Thurs 12:00pm - 7:30pm; Sat 9:00am - 3:00pm; Sun Closed",,,,,,,,,,,,,,,,,,1,City of San Diego,2b5c37a4-df22-4fcb-9404-7e8396415163,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
660,1749,Hourglass Gymnasium,32.9075548,-117.1204251,"J-100 Gymnasium, 10440 Black Mountain Rd, San Diego, CA 92126",Mon & Wed 10:00am - 9:00pm; Tues & Thurs 1:00pm - 9:00pm; Fri 11:00am - 8:00pm; Sat 9:00am - 4:00pm; Sun 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,afe292cc-0afc-4761-9ecb-4c9c7062ec30,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
661,1525,Salt Creek Recreation Center,32.64381088,-116.9448317,"2710 Otay Lakes Rd, Chula Vista, CA 91915","Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,City of Chula Vista,1c79ab1d-1a6f-4dfe-8053-168a9a4c126f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
662,1802,Rancho Bernardo Ed Brown Senior Center,33.04730752,-117.0772626,"18402 W Bernardo Dr, San Diego, CA 92127",Mon - Thurs 9:00am - 3:00pm; Fri 9:00am - 1:00pm; Sat - Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,62d3694d-87cd-4981-af10-ebc387c3dbbb,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
663,1501,Rancho Bernardo Community Park Softball Fields,33.04805172,-117.0744329,"18448 W Bernardo Dr, San Diego, CA 92127",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,065b8a76-c98b-4815-96db-59c83b47a9ce,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
664,1248,Chula Vista Heritage Park,32.62440397,-116.9971869,"1339 E Palomar St, Chula Vista, CA 91913","Mon - Tues closed, Wed - Sun 9:30am - 4:00pm",,,,,,,,1,,,,,,,,,,1,City of Chula Vista,a735a7c4-4ff2-4bf9-b947-ab78f3404991,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
665,1382,Montevalle Recreation Center,32.65894166,-116.9521007,"840 Duncan Ranch Rd, Chula Vista, CA 91914","Mon - Wed 8:30am - 6:00pm, Thurs - Fri 8:30am - 4:00pm, Fri 9:30am - 2:30pm, Sun closed",,,,,,,,,,,,,,,,,,1,City of Chula Vista,9ec4ed35-9a36-45d3-8582-2b73db9279d0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
666,1722,Doyle Community Park Playground,32.86420374,-117.2206453,"8175 Regents Rd, San Diego, CA 92122",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego ,6a761ac9-1948-4ccb-b239-9688bc0401df,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
668,1168,Doyle Community Park,32.86469777,-117.2184402,"8175 Regents Rd, San Diego, CA 92122",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego ,adb63f4e-468b-4bef-b6fa-7f9f7abe9721,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
669,1723,Doyle Recreation Center,32.86449658,-117.2208411,"8175 Regents Rd, San Diego, CA 92122",Mon - Thurs 9:00am - 9:00pm; Fri 1:00pm - 7:00pm; Sat 9:00am - 3:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,c754d087-35b5-4e2c-965e-5cba95a0c0dd,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
670,1205,Kumeyaay Lake,32.83982992,-117.0335786,"2 Father Junipero Serra Trail San Diego, CA 92119",8:00am - 10:00pm ,,,,,,,,,,,,,,,,,,1,City of San Diego & Mission Trails Regional Park,6212d02b-ca4c-4bc6-ba3e-5b1cdd79d2fe,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
672,1289,Kearny Mesa Swimming Pool,32.80184307,-117.1652331,"3170 Armstrong St, San Diego, CA 92111",Tues & Thurs 12:00pm - 5:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,9e29421b-f375-4afd-af12-9066f51bcfaf,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
673,1719,Allied Gardens Pool,32.7941158,-117.0811203,"6707 Glenroy St, San Diego, CA 92120",Mon & Fri 9:00am - 7:00pm; Wed 2:00pm - 7:00pm,1,,0,0,1,1,0,1,3,1,3,,,,,,,0,City of San Diego,229df37b-685c-4a23-b8a6-db0dc3f36770,42:35.3,arios8883_SDSUGeo,25:35.8,,10/16/22 16:24
674,1817,Swanson Memorial Swimming Pool,32.85174263,-117.2095922,"3585 Governor Dr, San Diego, CA 92122",Mon & Wed 11:15am - 4:00pm; Fri 12:00pm - 3:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,61d9c3a0-8414-4e64-a702-0d3b0cd2c81a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
675,1753,John Landes Recreation Center,33.1946704,-117.2854987,"2855 Cedar Rd, Oceanside, CA 92056","Mon, Wed, & Fri 9:00am - 4:30pm, All other days closed",,,,,,,,,,,,,,,,,,1,City of Oceanside,c10c625c-cd13-416a-b33f-070ecc478522,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
676,1093,Carmel Valley Park,32.94846944,-117.2326972,"3777 Townsgate Dr, San Diego, CA 92130",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,b13396e1-e206-4fce-bf9d-6150e5fa2ec5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
677,1094,Carmel Valley Recreation Center,32.94865343,-117.2339974,"3777 Townsgate Dr, San Diego, CA 92130","Mon, Wed, & Fri 9:00am - 8:00pm; Tues 9:00am - 6:00pm; Thurs 9:00am - 9:00pm, Sat 9:00am - 3:00pm; Sun Closed",,,,,,,,,,,,,,,,,,1,City of San Diego,b31ba17b-a386-4258-92c6-b0891fa94305,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
678,1095,Carmel Valley Skatepark,32.94781768,-117.2377944,"12600 El Camino Real, San Diego, CA 92130","10:00am - 8:00pm, daily",,,,,,,,,,,,,,,,,,1,City of San Diego,155dbe14-1ea4-4015-9b02-da6ac2623612,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
679,1720,Carmel Mountain Ranch/Sabre Springs Recreation Center,32.96706535,-117.0911807,"10152 Rancho Carmel Dr, San Diego, CA 92128","Mon, Wed, & Fri 9:00am - 8:00pm, Tues &Thurs 9:30am - 8:00pm, Sat 9:00am - 3:00pm, Sun closed",1,,1,0,1,1,0,1,3,1,2,,,,,,,0,City of San Diego,08f0a112-d6fa-4046-80c8-8876091cf713,42:35.3,arios8883_SDSUGeo,21:43.7,,6/24/23 16:41
680,1591,Spring Valley Branch Library,32.71218746,-117.0025008,"836 Kempton St, Spring Valley, CA 91977","Mon, Wed, & Thurs 10:00am - 6:00pm, Tues12:00pm - 7:00pm, Fri 10:00am - 5:00pm, Sat - Sun closed",,,,,,,,,,,,,,,,,,1,San Diego County,6ae2da60-025f-46da-876f-b7ae1af3107c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
681,1409,North Park Recreation Center,32.75104716,-117.134126,"4044 Idaho St, San Diego, CA 92104","Mon, Tues, Thurs, Fri 11:00am - 8:00pm; Wed 9:00am - 8:00pm; Sat 9:00am - 5:00pm; Sun 9:00am - 4:00pm",,,,,,,,,,,,,,,,,,1,City of San Diego,dbf2ede0-e13f-4d6f-a67a-53e8bf718d5a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
682,1499,Ramona Branch Library,33.03985712,-116.8732765,"1275 Main St, Ramona, CA 92065","Mon, Wed, Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,San Diego County,710c4a41-a393-42f7-b63e-8596170655f5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
683,1506,Rancho San Diego Library,32.74913704,-116.9289185,"11555 Via Rancho San Diego, El Cajon, CA 92019","Mon, Wed, Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,San Diego County,6cc091a9-8f93-4b40-a071-ec425dbf0c81,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
684,1004,4S Ranch Branch Library,33.02111102,-117.1142985,"10433 Reserve Dr, San Diego, CA 92127","Sun Closed, Mon & Wed - Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm",,,,,,,,,,,,,,,,,,1,San Diego County,0caaa363-fbae-4a71-aba2-bd56bb4f3aa0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
685,1315,Lakeside Branch Library,32.85737977,-116.9242471,"12428 Woodside Ave, Lakeside, CA 92040","Sun Closed, Mon & Wed - Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm",0,,1,2,1,1,1,1,3,1,1,,,,,,,0,San Diego County,d550e29e-19e2-484f-b5ed-f22449037446,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,02:49.1
686,1791,Park de la Cruz Recreation Center,32.74579874,-117.1103848,"3901 Landis St, San Diego, CA 92105",Mon - Wed 8:30am - 6:00pm; Thurs - Fri 8:30am - 4:00pm; Sat 9:30am - 2:30pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,d9ba97b0-c3ba-460c-87f9-bfaf2bc81822,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
687,1086,South Carlsbad State Beach Ponto Road N,33.09781649,-117.3170908,"7201 Carlsbad Blvd Carlsbad, CA 92008","Mon & Thurs 10:00am - 6:00pm, Tues - Wed 12:00pm - 7:00pm, Fri - Sun 10:00am - 5:00pm",,,,,,,,,,,,,,,,,,1,State of CA,5a9cc390-bbe7-40f4-907c-e73a125cf587,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
688,1082,South Carlsbad State Beach Ponto Road S,33.09325204,-117.3152727,"7201 Carlsbad Blvd, Carlsbad, CA 92008","Mon & Thurs 10:00am - 6:00pm, Tues & Wed 12:00pm - 7:00pm, Fri - Sun 10:00am - 5:00pm",,,,,,,,,,,,,,,,,,1,State of CA,3de574d7-b068-4041-8a56-95b6b8bdae0d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
689,1709,South Carlsbad State Beach (Tower 27),33.11110883,-117.3226848,"7201 Carlsbad Blvd Carlsbad, CA 92008",Fri - Sun 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,State of CA,2f17e7ed-e27f-4576-82ea-c67e29421500,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
690,1034,Balboa Branch Library,32.82230412,-117.1749592,"4255 Mt Abernathy Ave, San Diego, CA 92117",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,ff4d8a75-8c52-4819-86b6-28920d0e0662,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
691,1571,Skyline Recreation Center,32.70568689,-117.0260824,"8285 Skyline Dr, San Diego, CA 92114",Mon & Wed 10:00am - 8:00pm; Tues & Thurs 10:00am - 9:00pm; Fri 10:00am - 7:00pm; Sat 8:00am - 5:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,9af20c50-46c2-4654-b106-6aa428882c39,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
692,1054,Bostonia Park & Recreation Center,32.80918169,-116.9333,"1049 Bostonia St, El Cajon, CA 92021","Mon, Wed, Thurs, Fri 24/7, Tues 6:00am - 10:00pm",,,,,,,,,,,,,,,,,,1,City of El Cajon,afcf774a-4282-434e-9040-4f512a72a763,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
693,1193,Encinitas Transit Center (Breeze),33.04708534,-117.2932322,"25 E D St, Encinitas, CA 92024",Mon - Fri 5:21am - 10:48pm; Sat - Sun 5:46am - 9:35pm,,,,,,,,,,,,,,,,,,1,North County Transit District (Breeze),f976ef81-00ea-4021-94d5-52bf49b51ed2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
694,1026,Ashley Falls Park,32.95720556,-117.2085389,"13030 Ashley Falls Dr, San Diego, CA 92130",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,7aede19b-b4a3-4973-8991-c007e79a0455,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
695,1100,Cerro de las Posas Park,33.15963097,-117.1874622,"1387 W Borden Rd, San Marcos, CA 92069",Unknown,,,,,,,,1,,,,,,,,,,1,City of San Marcos,b99ead41-ce02-4256-aaa0-ff501e5c7715,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
696,1141,Court Park Del Mar,32.96669464,-117.2659029,"201 Court St, Del Mar, CA 92014","8:00am - 3:330pm, daily",3,,,,,,,,,,,,,,,,,0,City of Del Mar,2af27d29-c51a-49fb-9b54-b1645667f83f,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,7/4/23 15:55
